IV68,PN68,ER33401,ER33402,ER33403,CHRACE,BIOPR97,BIOGPR97,PCRAW97,WICpreg,FDSTMPpreg,AFDCpreg,Q1A21B,Q1A21C,Q1A21F,Q1A21G,Q1A21M,Q1A21Q,Q1A27,Q1A28,WIC97,Q1D4A,Q1D4B,Q1D4C,Q1D4D,Q1D4E,Q1G4,Q1G6,Q1G7,Q1G10,Q1G33A,Q1H12F,Q1H12H,Q1K5B,Q1K10A,HOME97,Q2A2,AGE97,Q3A3,LWRAW97,LW_SS97,PC_SS97,CALRAW97,CAL_SS97,APRAW97,AP_SS97,ER33601,ER33602,ER33603,Q24B2,LWRAW02,LWSS02,PCRAW02,PCSS02,APRAW02,APSS02,AGE02,CHID,read97,read02,mathraw97,math97,math02,readss97,bthord,bthwht,PCID,PCGID_97,PCGPN_97,OCGID_97,OCGPN_97,PCGID_02,PCGPN_02,OCGID_02,OCGPN_02,PCBTHORD,PCBTHWHT,state,ER10008,pcage,pcgender,childnum,homeval,ER11049,AFDC97HD,ER11273,AFDC97WF,ER11600,inherit97,ER11743,Parentspoor,faminc97,hdeduc97,wfeduc97,ER18386,AFDC02HD,ER18698,AFDC02WF,ER19047,INHERIT02,FAMINC02,hdeduc02,wfeduc02,nfa01,nw01,inc97,inc02,inherit,loginc97,loginc02,loginherit97,cloth
3135,2,10085,2,20,3,1,0,,1,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,1,5,1,1,2,5,5,1,0,21,2,5,1,13,,,,,17,,5575,2,20,6,40,94,20,91,30,88,11,3135003,,60,17,17,30,,1,1,3135002,3135,2,3135,1,3135,2,3135,1,99,999,6,4,31,1,2,0,5,0,0,,0,0,0,3,8966.98,7,9,5,0,0,,0,0,39699,7,9,4063,4063,8966.978193,39699.18699,1,9.101304019,10.58908599,0,1
3135,4,10085,4,30,3,1,0,,1,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,0,0,0,0,2,0,0,1,0,19.7,2,3,99,4,,,,,2,,5575,4,30,4,30,84,15,88,27,88,10,3135004,,45,2,2,27,,2,1,3135002,3135,2,3135,1,3135,2,3135,1,99,999,6,4,31,1,2,0,5,0,0,,0,0,0,3,8966.98,7,9,5,0,0,,0,0,39699,7,9,4063,4063,8966.978193,39699.18699,1,9.101304019,10.58908599,0,1
3136,2,10123,2,20,3,1,0,,1,5,0,5,5,5,5,5,5,1,11,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14.3,3,,,,,,,,,,6200,2,20,2,30,114,15,115,23,96,7,3136003,,45,,,23,,,1,3136002,3136,2,3136,1,3136,2,3136,1,99,999,6,3,26,1,1,0,5,0,0,,0,0,0,3,32505.3,13,12,5,0,0,0,0,0,25987,13,12,15237,15237,32505.29595,25987.29675,1,10.38915831,10.16536311,0,1
3140,2,10174,2,20,3,1,0,19,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,5,1,1,5,5,0,0,24.4,,8,4,43,,,18,,30,,937,2,20,9,53,121,30,105,53,137,14,3140003,62,83,48,30,53,,1,1,3140002,3140,2,3140,1,3140,2,3140,1,99,999,6,5,45,1,3,246592,5,0,0,0,0,0,0,3,103344.42,17,13,5,0,0,0,0,0,104994,17,13,482510,594249,103344.4237,104993.9024,1,11.54582261,11.56165756,0,1
3140,4,10174,4,30,3,1,0,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,0,5,5,0,1,0,0,0,0,22.7,,,,,,,,,,,937,4,30,3,38,99,21,105,34,115,9,3140004,,59,,,34,,2,1,3140002,3140,2,3140,1,3140,2,3140,1,99,999,6,5,45,1,3,246592,5,0,0,0,0,0,0,3,103344.42,17,13,5,0,0,0,0,0,104994,17,13,482510,594249,103344.4237,104993.9024,1,11.54582261,11.56165756,0,1
3141,2,10095,2,20,4,1,0,33,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,5,1,1,0,0,0,0,20.7,1,12,8,52,,,37,,41,,938,2,20,13,56,143,35,111,53,123,18,3141005,85,91,78,41,53,,3,1,3141002,3141,2,3141,1,3141,2,3141,1,99,999,6,5,46,1,2,246592,5,0,0,0,0,0,0,1,104930.46,16,10,5,0,0,0,0,0,64772,16,10,335217,439846,104930.4579,64772.35772,1,11.5610531,11.07863421,0,1
3143,1,10422,1,10,3,3,0,,,0,,5,1,5,5,5,5,1,12,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,17.9,,,,,,,,,,,6991,1,10,9,51,106,24,88,41,99,15,3143004,,75,,,41,,,1,3143001,3143,1,3143,3,3143,1,,,99,999,6,4,57,1,1,0,5,0,0,,0,0,0,1,22619.2,0,0,5,0,0,,0,0,29198,0,0,9142,9142,22619.20249,29197.70732,1,10.02655449,10.28184547,0,1
3144,2,10282,2,20,3,1,0,,1,5,0,5,5,5,5,5,5,1,0,0,5,1,1,1,5,0,5,1,0,1,0,0,0,0,20.8,,,,,,,,,,,2620,2,20,,,,,,,,,3144003,,,,,,,1,1,3144002,3144,2,3144,1,3144,2,3144,1,99,999,6,3,28,1,1,84065,5,0,0,,0,0,0,3,20201.48,12,9,1,0,0,,0,0,41162,12,9,11479,128297,20201.481,41161.78862,1,9.913511197,10.62526564,0,1
3147,2,10201,2,22,3,1,0,,1,5,0,1,5,5,5,5,5,1,12,0,1,1,1,1,5,0,0,0,0,1,0,0,0,0,20,3,,,,,,,,,,1890,2,22,3,44,124,25,125,34,123,9,3147006,,69,,,34,,5,1,3147002,3147,2,3147,1,3147,2,,,99,999,6,6,34,1,2,86307,5,0,0,0,0,0,0,1,88548.91,12,11,5,0,0,0,0,0,66064,12,11,30881,-33115,88548.90966,66063.62602,1,11.39131033,11.09837359,0,1
3149,2,10262,2,20,3,1,0,,0,5,0,5,5,1,5,5,5,1,12,0,1,1,1,1,5,1,1,1,0,2,0,0,0,0,17.6,4,4,99,4,,,,,4,,6176,2,20,4,43,111,17,93,32,105,10,3149003,,60,4,4,32,,1,1,3149002,3149,2,3149,1,3149,2,3149,1,99,999,6,3,33,1,1,72857,5,0,0,,0,0,0,3,25780.06,11,11,5,0,0,0,0,0,53280,11,11,10158,71107,25780.06231,53280.48781,1,10.15735669,10.88332546,0,1
3151,2,10042,2,22,3,3,0,,,0,,5,5,1,5,5,5,1,0,0,0,0,0,0,0,0,5,1,1,2,0,0,0,0,20.9,,,,,,,,,,,7117,2,20,9,52,114,30,103,48,122,14,3151004,,82,,,48,,,1,3151002,3151,2,3151,1,3151,2,3151,1,99,999,6,6,32,1,4,140109,5,0,0,,0,0,0,3,67252.34,9,9,5,0,0,,0,0,67907,9,9,8126,190972,67252.33645,67906.50407,1,11.11620704,11.1258871,0,1
3151,5,10042,5,30,3,1,0,,1,5,0,5,5,5,5,5,5,1,0,0,1,1,1,1,5,0,0,0,0,2,0,0,0,0,19.8,,,,,,,,,,,7117,5,30,4,41,105,21,101,34,111,10,3151005,,62,,,34,,2,1,3151002,3151,2,3151,1,3151,2,3151,1,99,999,6,6,32,1,4,140109,5,0,0,,0,0,0,3,67252.34,9,9,5,0,0,,0,0,67907,9,9,8126,190972,67252.33645,67906.50407,1,11.11620704,11.1258871,0,1
3154,2,10285,2,22,3,1,0,,0,5,0,5,5,5,5,5,5,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,,,,,,,,,,,0,0,0,,,,,,,,,3154003,,,,,,,1,1,3154002,3154,2,3154,1,,,,,99,999,6,3,24,1,1,0,5,0,0,0,0,0,0,3,49766.73,10,10,,,,,,,,,,,,49766.72897,1,1,10.81510195,0,0,1
3155,2,10077,2,20,3,1,0,,0,5,0,5,5,5,5,5,5,1,0,0,0,0,0,0,0,2,1,1,1,2,0,0,0,0,21.5,3,,,,,,,,,,5839,2,20,7,45,99,28,106,38,102,12,3155005,,73,,,38,,3,1,3155002,3155,2,3155,1,3155,2,3155,1,99,999,6,6,35,1,4,165889,5,0,0,,0,0,0,1,39230.53,10,10,5,0,0,,0,0,37610,10,10,56885,239731,39230.5296,37609.7561,1,10.57721054,10.53501877,0,1
3155,6,10077,6,30,3,1,0,,0,5,0,5,5,5,5,5,5,1,0,0,1,1,1,1,5,0,0,0,0,2,0,0,0,0,20,3,,,,,,,,,,5839,6,30,3,35,95,15,88,32,111,9,3155006,,50,,,32,,4,1,3155002,3155,2,3155,1,3155,2,3155,1,99,999,6,6,35,1,4,165889,5,0,0,,0,0,0,1,39230.53,10,10,5,0,0,,0,0,37610,10,10,56885,239731,39230.5296,37609.7561,1,10.57721054,10.53501877,0,1
3156,2,10298,2,20,3,1,0,,0,5,0,5,5,5,5,5,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,,,,,,,,,,,4868,2,20,2,42,141,19,123,28,118,7,3156003,,61,,,28,,1,1,3156002,3156,2,3156,1,3156,2,3156,1,99,999,6,4,29,1,2,175977,5,0,0,,0,0,0,1,36316.26,13,14,5,0,0,,0,0,62474,13,14,70091,136119,36316.26168,62473.98374,1,10.5000209,11.04250549,0,1
3156,4,10298,4,30,3,1,0,,1,5,0,5,5,5,5,5,5,1,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,,,,,,,,,,,4868,4,30,0,12,84,4,97,22,114,7,3156004,,16,,,22,,2,1,3156002,3156,2,3156,1,3156,2,3156,1,99,999,6,4,29,1,2,175977,5,0,0,,0,0,0,1,36316.26,13,14,5,0,0,,0,0,62474,13,14,70091,136119,36316.26168,62473.98374,1,10.5000209,11.04250549,0,1
3157,2,10299,2,40,3,2,0,,1,5,0,5,5,5,5,5,1,1,12,0,0,0,0,0,0,0,5,1,1,1,5,5,2,0,15.9,,9,5,11,,,18,,24,,3637,2,40,,,,,,,,,3157004,,,42,24,,,1,1,3157002,3157,2,,,,,,,99,999,6,5,35,1,2,16813,5,0,0,,0,0,0,3,25780.06,12,0,5,0,0,,0,0,39699,12,0,8126,4063,25780.06231,39699.18699,1,10.15735669,10.58908599,0,1
3157,5,10299,5,70,3,2,0,21,1,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,16.9,,8,99,55,,,15,,30,,3637,5,70,,,,,,,,,3157005,76,,45,30,,,2,1,3157002,3157,2,,,,,,,99,999,6,5,35,1,2,16813,5,0,0,,0,0,0,3,25780.06,12,0,5,0,0,,0,0,39699,12,0,8126,4063,25780.06231,39699.18699,1,10.15735669,10.58908599,0,1
3159,2,10189,2,20,1,1,0,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,2,5,5,0,1,0,0,0,0,22.7,,3,99,9,,,,,5,,946,2,20,3,33,94,21,110,32,113,9,3159003,,54,5,5,32,,2,1,3159002,3159,2,3159,1,3159,2,3159,1,99,999,6,4,40,1,2,0,5,0,0,0,0,0,0,1,33880.61,12,12,5,0,0,0,0,0,29252,12,12,120881,120881,33880.60623,29252.03252,1,10.43059804,10.28370434,0,1
3159,4,10189,4,30,1,1,0,16,0,5,0,1,5,5,5,5,5,1,12,0,0,0,0,0,0,3,5,5,1,2,5,5,0,0,23.4,,6,1,23,,,4,,23,,946,4,30,6,47,109,28,109,40,113,12,3159004,39,75,27,23,40,,1,1,3159002,3159,2,3159,1,3159,2,3159,1,99,999,6,4,40,1,2,0,5,0,0,0,0,0,0,1,33880.61,12,12,5,0,0,0,0,0,29252,12,12,120881,120881,33880.60623,29252.03252,1,10.43059804,10.28370434,0,1
3161,2,10259,2,20,4,1,0,16,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,21.1,,7,2,34,,,11,,25,,1893,2,20,7,47,101,26,99,41,108,13,3161003,50,73,36,25,41,,1,1,3161002,3161,2,3161,1,3161,2,3161,1,99,999,6,5,44,1,1,313844,5,0,0,0,0,0,0,1,70614.95,15,14,5,0,0,0,0,0,207290,15,14,127383,399620,70614.95327,207290.3496,1,11.1649972,12.24187574,0,1
3162,2,10156,2,20,3,1,0,0,1,1,1,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,5,1,1,5,5,0,0,19.9,,6,1,13,,,4,,14,,5606,2,20,6,49,115,26,100,37,101,12,3162005,13,75,18,14,37,,2,1,3162002,3162,2,3162,1,3162,2,3162,1,99,999,6,6,36,1,3,0,1,1,723,1,723,0,0,3,22251.56,12,12,5,0,0,0,0,0,31341,12,12,-5582,-5582,22251.55639,31341.46342,1,10.01016724,10.35269721,0,1
3162,6,10156,6,30,3,1,0,,1,1,1,1,5,5,5,5,5,1,12,0,1,5,1,5,5,0,0,0,0,3,0,0,0,0,18.7,,,,,,,,,,,5606,6,30,4,43,111,21,102,26,84,10,3162006,,64,,,26,,3,1,3162002,3162,2,3162,1,3162,2,3162,1,99,999,6,6,36,1,3,0,1,1,723,1,723,0,0,3,22251.56,12,12,5,0,0,0,0,0,31341,12,12,-5582,-5582,22251.55639,31341.46342,1,10.01016724,10.35269721,0,1
3163,2,10398,2,22,3,1,0,,1,1,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,0,5,5,1,2,0,0,3,0,22,1,5,0,12,,,,,9,,1293,2,22,5,48,120,22,98,34,103,10,3163004,,70,9,9,34,,2,1,3163002,3163,2,3163,1,3163,2,3163,3,99,999,6,4,40,1,2,0,1,0,0,,0,0,0,1,30627.72,12,11,5,0,0,,0,0,51533,12,11,914,914,30627.7228,51532.67886,1,10.32966085,10.84997143,0,1
3167,1,10018,1,10,4,1,0,27,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,1,5,5,1,1,5,5,0,0,25,2,6,1,49,,,22,,34,,7383,1,10,,,,,,,,,3167003,76,,56,34,,,1,1,3167001,3167,1,3167,2,,,,,99,999,34,3,33,1,1,235383,5,0,0,0,0,0,0,3,92808.22,17,17,5,0,0,,0,0,73130,17,0,600852,600852,92808.2243,73130.0813,1,11.43829054,11.19999507,0,1
3168,2,10121,2,20,4,1,0,21,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,1,1,1,5,5,0,0,20.1,,11,5,42,,,18,,33,,0,0,0,,,,,,,,,3168003,63,,51,33,,,,1,3168002,3168,2,3168,1,,,,,99,999,34,5,36,1,3,168131,5,0,0,,0,0,0,3,48527.04,99,7,,,,,,,,,,,,48527.04424,1,1,10.78987654,0,0,1
3168,4,10121,4,30,4,1,0,24,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,1,1,1,5,5,0,0,21.1,,10,4,37,,,15,,34,,0,0,0,,,,,,,,,3168004,61,,49,34,,,,1,3168002,3168,2,3168,1,,,,,99,999,34,5,36,1,3,168131,5,0,0,,0,0,0,3,48527.04,99,7,,,,,,,,,,,,48527.04424,1,1,10.78987654,0,0,1
3171,2,10240,2,20,3,1,0,,0,5,0,1,5,5,5,5,5,1,12,0,0,0,0,0,0,1,5,1,1,2,5,5,2,0,20.9,,,,,,,,,,,2757,2,20,9,45,88,25,88,39,93,16,3171005,,70,,,39,,3,1,3171002,3171,2,3171,1,3171,2,3171,1,99,999,34,5,40,1,3,1289003,5,0,0,0,0,0,0,1,43714.02,13,9,5,0,0,0,0,0,77309,13,9,2032,105644,43714.01869,77308.94309,1,10.68542412,11.25556492,0,1
3172,2,10173,2,20,3,1,0,25,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,1,1,1,5,5,0,0,22.7,2,9,4,36,,,19,,31,,4435,2,20,,,,,,,,,3172004,61,,50,31,,,,1,3172002,3172,2,3172,1,,,,,99,999,34,4,36,1,2,0,5,0,0,0,0,0,0,1,41472.27,15,8,5,0,0,0,0,0,69578,15,8,143432,98737,41472.27414,69578.04878,1,10.63278039,11.15020441,0,1
3176,2,10039,2,20,3,1,0,,0,5,0,5,5,5,5,5,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14.9,3,,,,,,,,,,1605,2,20,3,38,107,23,120,29,103,9,3176004,,61,,,29,,2,1,3176002,3176,2,3176,1,3176,2,3176,1,99,999,55,5,32,1,3,29143,5,0,0,,0,0,0,3,21072.4,12,12,5,0,0,,0,0,41789,12,12,10158,37585,21072.39875,41788.61789,1,9.955719347,10.64037928,0,1
3176,5,10039,5,30,3,1,0,,1,5,0,5,5,5,5,5,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13.3,3,,,,,,,,,,1605,5,30,1,20,102,8,102,22,101,7,3176005,,28,,,22,,3,0,3176002,3176,2,3176,1,3176,2,3176,1,99,999,55,5,32,1,3,29143,5,0,0,,0,0,0,3,21072.4,12,12,5,0,0,,0,0,41789,12,12,10158,37585,21072.39875,41788.61789,1,9.955719347,10.64037928,0,1
3177,2,10219,2,22,3,1,0,,1,5,0,5,5,5,5,5,5,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,4,,,,,,,,,,5980,2,22,2,34,109,11,91,24,91,8,3177003,,45,,,24,,2,1,3177002,3177,2,3177,1,3177,2,3177,1,99,999,55,3,31,1,1,0,1,0,0,,0,0,0,3,24417.08,11,6,5,0,0,0,0,0,41789,11,6,-1422,-1422,24417.08162,41788.61789,1,10.10303823,10.64037928,0,1
3178,2,10391,2,20,3,1,0,24,,0,,5,5,5,5,5,5,1,4,0,0,0,0,0,0,0,5,1,2,2,5,5,2,0,23.2,,10,5,46,,,28,,33,,3861,2,20,10,52,107,31,103,44,104,16,3178003,70,83,61,33,44,,,1,3178002,3178,2,3178,1,3178,2,3178,6,99,999,55,6,29,1,3,0,5,0,0,0,0,0,0,3,29815.2,12,12,5,0,0,0,0,0,51191,12,12,9142,9142,29815.20249,51191.05691,1,10.30277369,10.84332013,0,1
3178,5,10391,5,30,3,1,0,7,1,5,0,5,5,5,5,5,5,1,4,0,0,0,0,0,0,0,5,1,2,1,5,5,2,0,21.2,,6,1,13,,,8,,22,,3861,5,30,6,38,87,21,89,38,105,12,3178005,20,59,30,22,38,,,1,3178002,3178,2,3178,1,3178,2,3178,6,99,999,55,6,29,1,3,0,5,0,0,0,0,0,0,3,29815.2,12,12,5,0,0,0,0,0,51191,12,12,9142,9142,29815.20249,51191.05691,1,10.30277369,10.84332013,0,1
3179,3,10416,3,98,3,1,0,5,0,5,0,1,9,5,5,5,5,1,12,0,0,0,0,0,0,0,1,1,1,2,5,5,3,0,22.3,,8,2,16,,,3,,18,,5942,2,22,,,,,,,,,3179004,21,,21,18,,,1,1,3179003,3179,3,3179,2,3179,3,3179,2,99,999,55,6,37,1,3,0,5,0,0,,0,0,0,3,24670.4,9,0,1,0,0,0,0,0,17753,6,10,528,528,24670.39875,17752.84959,1,10.11335937,9.784301323,0,1
3179,6,10416,6,70,3,1,0,,1,1,1,5,5,5,5,5,5,5,12,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14.9,,,,,,,,,,,5942,5,30,1,17,84,5,84,19,82,7,3179006,,22,,,19,,3,1,3179003,3179,3,3179,2,3179,3,3179,2,99,999,55,6,37,1,3,0,5,0,0,,0,0,0,3,24670.4,9,0,1,0,0,0,0,0,17753,6,10,528,528,24670.39875,17752.84959,1,10.11335937,9.784301323,0,1
3189,2,10063,2,20,2,1,0,,0,5,0,1,5,5,5,5,5,1,12,0,1,1,1,1,5,13,5,1,2,3,5,5,0,0,16.7,,5,0,12,,,,,15,,6342,2,20,5,51,123,24,96,35,97,12,3189003,,75,15,15,35,,1,1,3189002,3189,2,3189,1,3189,2,3189,1,99,999,12,3,40,1,1,103120,5,0,0,0,0,0,0,5,65003.87,99,99,5,0,0,0,0,0,61317,99,99,125960,182846,65003.86667,61317.48374,1,11.08220203,11.0238203,0,1
3190,1,10155,1,10,2,2,0,,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,1,1,2,5,5,0,0,21.9,,,,,,,,,,,4110,1,10,,,,,,,,,3190003,,,,,,,3,1,3190001,3190,1,,,,,,,99,999,12,3,49,2,2,89558,5,0,0,,0,0,0,1,36652.52,12,0,5,0,0,,0,0,29336,12,0,10158,137134,36652.52336,29335.60976,1,10.50923756,10.28655741,0,1
3191,2,10320,2,20,2,1,0,24,0,5,0,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,1,1,1,5,5,3,0,21,,10,5,50,,,25,,35,,3352,2,20,10,54,121,33,111,43,101,16,3191004,74,87,60,35,43,,,1,3191002,3191,2,3191,1,3191,2,3191,1,99,999,12,4,48,1,2,128900,5,0,0,0,0,0,0,5,41472.27,15,12,5,0,0,0,0,0,52944,15,12,121897,193004,41472.27414,52944.08943,1,10.63278039,10.87699172,0,1
3194,1,10135,1,10,3,2,0,,1,1,0,5,5,5,5,5,1,1,12,0,0,0,0,0,0,0,1,1,1,1,5,5,3,0,17.2,,,,,,,,,,,0,0,0,,,,,,,,,3194003,,,,,,,2,1,3194001,3194,1,,,,,,,99,999,12,4,32,2,3,52681,1,0,0,,0,0,0,3,26900.93,11,0,,,,,,,,,,,,26900.93458,1,1,10.19991631,0,0,1
3194,4,10135,4,30,3,2,0,6,1,5,0,5,5,5,5,5,5,1,0,0,1,1,1,1,5,1,1,1,1,1,5,5,3,0,18.7,,6,0,6,,,1,,8,,0,0,0,,,,,,,,,3194004,12,,9,8,,,3,1,3194001,3194,1,,,,,,,99,999,12,4,32,2,3,52681,1,0,0,,0,0,0,3,26900.93,11,0,,,,,,,,,,,,26900.93458,1,1,10.19991631,0,0,1
3196,2,10303,2,22,3,1,0,25,1,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,21,4,10,5,42,,,25,,36,,3506,2,22,10,55,130,32,105,45,105,16,3196003,67,87,61,36,45,,,1,3196002,3196,2,3196,1,3196,2,3196,1,99,999,48,8,33,1,6,1.12E+07,1,0,0,,0,0,0,1,3530.75,6,6,1,0,0,,0,0,11910,6,6,0,17269,3530.747664,11909.7561,1,8.16926493,9.385113183,0,1
3196,6,10303,6,30,3,1,0,14,1,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,21,4,7,2,43,,,9,,23,,3506,6,30,7,43,91,25,95,31,83,13,3196006,57,68,32,23,31,,,1,3196002,3196,2,3196,1,3196,2,3196,1,99,999,48,8,33,1,6,1.12E+07,1,0,0,,0,0,0,1,3530.75,6,6,1,0,0,,0,0,11910,6,6,0,17269,3530.747664,11909.7561,1,8.16926493,9.385113183,0,1
3197,2,10346,2,20,3,4,0,13,,0,,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,19.3,1,11,5,39,,,15,,27,,3641,2,20,10,33,64,17,65,35,85,17,3197005,52,50,42,27,35,,,1,3197002,3197,2,3197,1,3197,2,3197,1,99,999,48,5,56,1,1,0,1,1,163,,0,0,0,3,31335.11,4,3,1,0,0,1,17,0,40272,99,99,1016,1016,31335.1053,40271.69106,1,10.35249432,10.60340405,0,1
3198,1,10271,1,10,3,2,0,16,0,5,0,5,5,5,5,5,1,1,12,0,0,0,0,0,0,2,5,5,9,3,0,0,2,3,18.9,4,12,7,30,,,12,,27,,5830,1,10,11,35,66,18,66,26,63,18,3198002,46,53,39,27,26,,3,1,3198001,3198,1,,,3198,1,,,99,999,48,2,47,2,1,0,1,0,0,,0,0,0,3,2761.83,6,0,1,0,0,,0,0,4053,6,0,4063,4063,2761.829284,4053.495935,1,7.923648523,8.307334982,0,1
3200,2,10361,2,20,3,1,0,21,1,1,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,1,1,1,2,0,0,2,0,22,,12,6,39,,,24,,35,,5737,2,20,11,49,93,20,73,32,78,18,3200004,60,69,59,35,32,,2,1,3200002,3200,2,3200,1,3200,2,3200,1,99,999,48,6,37,1,4,26901,1,0,0,0,0,0,0,1,9079.07,6,6,1,0,0,0,0,0,17873,6,6,10158,37585,9079.065421,17872.99187,1,9.113726539,9.791046018,0,1
3200,6,10361,6,30,3,1,0,9,1,1,0,1,5,5,5,5,1,1,12,0,0,0,0,0,0,1,1,1,1,2,0,0,2,0,17.4,,6,1,38,,,5,,22,,5737,6,30,5,41,95,22,94,34,97,11,3200006,47,63,27,22,34,,4,1,3200002,3200,2,3200,1,3200,2,3200,1,99,999,48,6,37,1,4,26901,1,0,0,0,0,0,0,1,9079.07,6,6,1,0,0,0,0,0,17873,6,6,10158,37585,9079.065421,17872.99187,1,9.113726539,9.791046018,0,1
3202,2,10012,2,20,3,1,0,27,1,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,1,1,1,0,0,2,0,21.5,3,12,7,45,,,26,,36,,6757,2,20,,,,,,,,,3202003,72,,62,36,,,1,1,3202002,3202,2,3202,1,3202,2,3202,1,99,999,4,5,30,1,3,44835,1,1,360,0,0,0,0,3,6007.88,10,12,5,0,0,,0,0,21103,10,12,1321,62269,6007.875389,21103.25203,1,8.700826453,9.957182432,0,1
3202,5,10012,5,30,3,1,0,,1,5,0,1,5,5,5,5,5,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,3,,,,,,,,,,6757,5,30,2,30,99,15,100,29,113,8,3202005,,45,,,29,,3,1,3202002,3202,2,3202,1,3202,2,3202,1,99,999,4,5,30,1,3,44835,1,1,360,0,0,0,0,3,6007.88,10,12,5,0,0,,0,0,21103,10,12,1321,62269,6007.875389,21103.25203,1,8.700826453,9.957182432,0,1
3204,2,10146,2,20,3,1,0,,,0,,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,20.9,,,,,,,,,,,2609,2,20,8,48,98,26,95,35,89,14,3204003,,74,,,35,,1,1,3204002,3204,2,3204,1,3204,2,3204,1,99,999,4,5,31,1,3,0,5,0,0,,0,0,0,3,32505.3,9,9,1,0,0,0,0,0,30297,9,9,5181,16355,32505.29595,30296.74797,1,10.38915831,10.31879566,0,1
3204,4,10146,4,30,3,1,0,,1,5,0,5,5,5,5,5,5,1,12,0,5,5,1,5,5,0,1,1,0,3,0,0,0,0,17.9,,,,,,,,,,,2609,4,30,4,26,77,16,91,28,91,10,3204004,,42,,,28,,2,1,3204002,3204,2,3204,1,3204,2,3204,1,99,999,4,5,31,1,3,0,5,0,0,,0,0,0,3,32505.3,9,9,1,0,0,0,0,0,30297,9,9,5181,16355,32505.29595,30296.74797,1,10.38915831,10.31879566,0,1
3205,1,10023,1,10,3,2,0,,1,1,1,5,5,5,5,5,5,1,12,0,1,1,1,1,5,0,5,1,0,1,0,0,3,0,16.7,,4,99,4,,,,,9,,1969,1,10,,,,,,,,,3205002,,,9,9,,,1,1,3205001,3205,1,,,3205,1,,,99,999,4,2,23,2,1,0,5,1,3300,,0,0,0,3,4528.32,10,0,5,0,0,,0,0,9611,12,0,3555,3555,4528.323988,9611.382114,1,8.418107169,9.170703312,0,1
3206,2,10131,2,20,3,1,0,17,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,1,1,2,5,5,0,0,20,3,9,5,33,,,14,,25,,7149,2,20,9,40,80,26,91,36,88,16,3206004,50,66,39,25,36,,2,1,3206002,3206,2,3206,1,3206,2,3206,1,99,999,4,4,35,1,2,0,5,0,0,0,0,0,0,8,40351.4,10,9,5,0,0,0,0,0,40369,10,9,4845,4845,40351.40187,40368.84959,1,10.60538142,10.60581372,0,1
3207,1,10036,1,10,2,1,0,18,1,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,1,1,1,0,0,3,0,23.5,,10,4,31,,,14,,25,,5176,1,10,9,39,77,20,75,25,63,16,3207004,49,59,39,25,25,,2,1,3207001,3207,1,3207,2,3207,2,3207,1,99,999,4,5,46,1,3,0,5,0,0,0,0,1121,0,3,45195.81,12,9,5,0,0,0,0,0,65190,10,12,10514,11529,45195.81184,65190.2439,1120.872274,10.7187597,11.0850651,7.021862477,1
